school,DBN,district,lat,long,address,City,zip,commSchool,eni,income,pctELL,pctAsian,pctBlack,pctHispanic,pctBlackHispanic,pctWhite,pctAttend,pctAbsentChronic,pctRigor,ratingRigor,pctCollab,ratingCollab,pctSupp,ratingSupp,pctLeader,ratingLeader,pctCommunity,ratingCommunity,pctTrust,ratingTrust,Student Achievement Rating,avgELA,avgMath,elaAll,elaAll4,elaBlack,elaHispanic,elaAsian,elaWhite,mathAll,mathAll4,mathBlack,mathHispanic,mathAsian,mathWhite,enroll,registered,took,regPct,tookPct,yield,academicScore,quantRigor,quantCollab,quantSupp,quantLeader,quantCommunity,quantTrust,pctELA4,pctELABlack,pctELAHispanic,pctELAAsian,pctELAWhite,pctMath4,pctMathBlack,pctMathHispanic,pctMathAsian,pctMathWhite,URM4
M.S. 131,02M131,2,40.716213,-73.993555,"100 HESTER ST NEW YORK, NY 10002",NEW YORK,10002,No,0.837,NA,0.35,0.77,0.08,0.14,0.22,0,0.97,0.09,0.86,Meeting Target,0.92,Meeting Target,0.91,Meeting Target,0.86,Meeting Target,0.78,Meeting Target,0.95,Exceeding Target,Exceeding Target,2.49,3.02,118,14,0,2,12,0,128,35,0,0,35,0,NA,NA,NA,NA,NA,NA,5.51,3,3,3,3,3,4,0.11864406779661017,0,0.14285714285714285,0.8571428571428571,0,1,0,0,1,0,2
P.S. 150,02M150,2,40.718083,-74.010942,"334 GREENWICH ST NEW YORK, NY 10013",NEW YORK,10013,No,0.196,132795.44,0.02,0.16,0.05,0.14,0.19,0.55,0.95,0.05,0.95,Meeting Target,0.9,Meeting Target,0.96,Exceeding Target,0.9,Exceeding Target,0.95,Exceeding Target,0.97,Exceeding Target,Exceeding Target,3.37,3.43,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.800000000000001,3,3,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
YORKVILLE COMMUNITY SCHOOL,02M151,2,40.777924,-73.947316,"421 E 88TH ST NEW YORK, NY 10128",NEW YORK,10128,No,0.367,81690.71,0.07,0.07,0.14,0.27,0.41,0.47,0.94,0.16,0.96,Exceeding Target,0.96,Meeting Target,0.93,Meeting Target,0.9,Exceeding Target,0.92,Exceeding Target,0.95,Exceeding Target,Meeting Target,2.83,3.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.03,4,3,3,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 158 BAYARD TAYLOR,02M158,2,40.770203,-73.95073,"1458 YORK AVE NEW YORK, NY 10021",NEW YORK,10021,No,0.11,94194.68,0.05,0.11,0.04,0.1,0.14,0.71,0.96,0.08,0.96,Exceeding Target,0.87,Exceeding Target,0.96,Exceeding Target,0.8,Meeting Target,0.89,Meeting Target,0.89,Meeting Target,Exceeding Target,3.49,3.74,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7.23,4,4,4,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
J.H.S. 167 ROBERT F. WAGNER,02M167,2,40.771827,-73.95794,"220 E 76TH ST NEW YORK, NY 10021",NEW YORK,10021,No,0.36,NA,0.04,0.28,0.08,0.19,0.27,0.42,0.96,0.09,0.85,Exceeding Target,0.89,Meeting Target,0.87,Meeting Target,0.84,Meeting Target,0.76,Approaching Target,0.92,Meeting Target,Exceeding Target,3.08,3.34,439,135,4,11,49,68,337,91,4,12,30,43,NA,NA,NA,NA,NA,NA,6.42,4,3,3,3,2,3,0.30751708428246016,0.02962962962962963,0.08148148148148149,0.362962962962963,0.5037037037037037,1,0.04395604395604396,0.13186813186813187,0.32967032967032966,0.4725274725274725,31
YORKVILLE EAST MIDDLE SCHOOL,02M177,2,40.770203,-73.95073,"1458 YORK AVE NEW YORK, NY 10075",NEW YORK,10075,No,0.271,NA,0.01,0.11,0.11,0.3,0.4,0.42,0.96,0.09,0.99,N/A,0.99,N/A,0.88,N/A,0.99,N/A,0.92,N/A,0.98,N/A,N/A,3.13,3.59,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.72,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 183 ROBERT L. STEVENSON,02M183,2,40.763762,-73.957759,"419 E 66TH ST NEW YORK, NY 10021",NEW YORK,10021,No,0.074,104700.89,0.06,0.17,0.04,0.1,0.14,0.66,0.96,0.07,0.85,Meeting Target,0.94,Exceeding Target,0.94,Exceeding Target,0.88,Exceeding Target,0.93,Exceeding Target,0.95,Exceeding Target,Exceeding Target,3.26,3.39,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.65,3,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 198 ISADOR E. IDA STRAUS,02M198,2,40.785014,-73.950031,"1700 3RD AVE NEW YORK, NY 10128",NEW YORK,10128,No,0.365,81932.76,0.07,0.16,0.1,0.27,0.37,0.45,0.94,0.19,0.89,Approaching Target,0.9,Approaching Target,0.86,Meeting Target,0.78,Meeting Target,0.95,Exceeding Target,0.93,Meeting Target,Meeting Target,2.73,2.97,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.7,2,2,3,3,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 212 MIDTOWN WEST,02M212,2,40.761329,-73.988669,"328 W 48TH ST NEW YORK, NY 10036",NEW YORK,10036,No,0.2,85295.72,0.02,0.1,0.06,0.23,0.29,0.48,0.96,0.05,0.93,Exceeding Target,0.98,Exceeding Target,0.97,Exceeding Target,0.97,Exceeding Target,0.97,Exceeding Target,0.99,Exceeding Target,Meeting Target,3.14,3.45,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.59,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S./I.S. 217 ROOSEVELT ISLAND,02M217,2,40.763969,-73.948468,"645 MAIN ST ROOSEVELT ISLAND, NY 10044",ROOSEVELT ISLAND,10044,No,0.293,93388.06,0.07,0.29,0.16,0.14,0.3,0.36,0.95,0.1,0.93,Exceeding Target,0.95,Exceeding Target,0.89,Meeting Target,0.88,Meeting Target,0.89,Exceeding Target,0.92,Meeting Target,Meeting Target,2.9,3.01,18,0,0,0,0,0,18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.91,4,4,3,3,4,3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ELLA BAKER SCHOOL,02M225,2,40.765368,-73.959696,"317 E 67TH ST NEW YORK, NY 10021",NEW YORK,10021,No,0.429,58096.58,0.03,0.04,0.19,0.37,0.56,0.35,0.92,0.26,0.91,Exceeding Target,0.91,Exceeding Target,0.93,Meeting Target,0.82,Meeting Target,0.95,Exceeding Target,0.9,Meeting Target,Meeting Target,2.71,2.75,13,3,0,1,0,0,13,5,0,2,0,0,NA,NA,NA,NA,NA,NA,5.46,4,4,3,3,4,3,0.23076923076923078,0,0.3333333333333333,0,0,1,0,0.4,0,0,3
P.S. 234 INDEPENDENCE SCHOOL,02M234,2,40.716096,-74.011765,"292 GREENWICH ST NEW YORK, NY 10007",NEW YORK,10007,No,0.065,176793.4,0.01,0.11,0.01,0.08,0.1,0.7,0.96,0.06,0.92,Exceeding Target,0.9,Exceeding Target,0.97,Exceeding Target,0.76,Approaching Target,0.94,Exceeding Target,0.87,Meeting Target,Exceeding Target,3.25,3.55,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.8,4,4,4,2,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M.S. 255 SALK SCHOOL OF SCIENCE,02M255,2,40.735118,-73.981697,"319 E 19TH ST NEW YORK, NY 10003",NEW YORK,10003,No,0.131,NA,0,0.19,0.03,0.09,0.13,0.63,0.97,0.05,0.93,Meeting Target,0.97,Exceeding Target,0.95,Exceeding Target,0.96,Exceeding Target,0.88,Exceeding Target,0.98,Exceeding Target,Exceeding Target,3.75,3.63,119,83,0,8,21,48,75,31,0,2,12,17,NA,NA,NA,NA,NA,NA,7.38,3,4,4,4,4,4,0.6974789915966386,0,0.0963855421686747,0.25301204819277107,0.5783132530120482,1,0,0.06451612903225806,0.3870967741935484,0.5483870967741935,10
M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,02M260,2,40.736114,-73.992352,"10 E 15TH ST NEW YORK, NY 10003",NEW YORK,10003,No,0.236,NA,0.01,0.14,0.06,0.1,0.16,0.65,0.97,0.02,0.91,Exceeding Target,0.9,Meeting Target,0.9,Exceeding Target,0.87,Meeting Target,0.87,Exceeding Target,0.95,Exceeding Target,Exceeding Target,3.37,3.36,79,25,0,0,4,18,52,8,0,0,0,7,NA,NA,NA,NA,NA,NA,6.73,4,3,4,3,4,4,0.31645569620253167,0,0,0.16,0.72,1,0,0,0,0.875,0
"EAST SIDE ELEMENTARY SCHOOL, PS 267",02M267,2,40.763854,-73.963813,"213 E 63RD ST NEW YORK, NY 10065",NEW YORK,10065,No,0.049,115262.92,0.04,0.11,0.02,0.07,0.09,0.78,0.96,0.07,0.94,Exceeding Target,0.96,Exceeding Target,0.95,Exceeding Target,0.9,Meeting Target,0.91,Meeting Target,0.91,Meeting Target,N/A,3.13,3.32,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.449999999999999,4,4,4,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
BATTERY PARK CITY SCHOOL,02M276,2,40.706563,-74.017528,"55 BATTERY PL NEW YORK, NY 10011",NEW YORK,10011,No,0.114,140085.12,0.02,0.21,0.04,0.11,0.15,0.56,0.96,0.08,0.92,Exceeding Target,0.94,Meeting Target,0.88,Meeting Target,0.92,Exceeding Target,0.9,Exceeding Target,0.93,Meeting Target,Meeting Target,3.16,3.32,61,28,0,0,4,20,34,2,0,0,0,1,NA,NA,NA,NA,NA,NA,6.48,4,3,3,4,4,3,0.45901639344262296,0,0,0.14285714285714285,0.7142857142857143,1,0,0,0,0.5,0
I.S. 289,02M289,2,40.716867,-74.013623,"201 WARREN ST NEW YORK, NY 10282",NEW YORK,10282,No,0.313,NA,0.01,0.38,0.08,0.13,0.21,0.38,0.97,0.02,0.91,Meeting Target,0.97,Exceeding Target,0.82,Meeting Target,0.95,Exceeding Target,0.84,Meeting Target,0.93,Meeting Target,Meeting Target,3.18,3.26,83,24,3,0,9,10,82,26,2,0,13,9,NA,NA,NA,NA,NA,NA,6.4399999999999995,3,4,3,4,3,3,0.2891566265060241,0.125,0,0.375,0.4166666666666667,1,0.07692307692307693,0,0.5,0.34615384615384615,5
P.S. 290 MANHATTAN NEW SCHOOL,02M290,2,40.775137,-73.952812,"311 E 82ND ST NEW YORK, NY 10028",NEW YORK,10028,No,0.064,107878.64,0.03,0.11,0.01,0.09,0.1,0.73,0.96,0.06,0.92,Exceeding Target,0.96,Exceeding Target,0.97,Exceeding Target,0.92,Exceeding Target,0.93,Exceeding Target,0.97,Exceeding Target,Exceeding Target,3.37,3.75,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7.12,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,02M312,2,40.742571,-74.002371,"333 W 17TH ST NEW YORK, NY 10011",NEW YORK,10011,No,0.308,NA,0.01,0.47,0.02,0.07,0.1,0.34,0.98,0.02,0.88,Meeting Target,0.91,Exceeding Target,0.9,Exceeding Target,0.83,Meeting Target,0.85,Meeting Target,0.92,Meeting Target,Exceeding Target,3.62,3.94,170,89,0,0,43,29,42,7,0,0,3,3,NA,NA,NA,NA,NA,NA,7.5600000000000005,3,4,4,3,3,3,0.5235294117647059,0,0,0.48314606741573035,0.3258426966292135,1,0,0,0.42857142857142855,0.42857142857142855,0
THE PECK SLIP SCHOOL,02M343,2,40.708639,-74.001925,"1 PECK SLIP NEW YORK, NY 10038",NEW YORK,10038,No,NA,118322.46,0.05,0.16,0.03,0.13,0.16,0.59,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,02M347,2,40.738621,-73.981534,"223 E 23RD ST NEW YORK, NY 10010",NEW YORK,10010,No,0.812,51287.22,0.06,0.04,0.22,0.46,0.68,0.23,0.92,0.29,0.82,Meeting Target,0.68,Not Meeting Target,0.91,Meeting Target,0.53,Not Meeting Target,0.82,Approaching Target,0.82,Meeting Target,Meeting Target,2.32,2.23,6,0,0,0,0,0,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.55,3,1,3,1,2,3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
SPRUCE STREET SCHOOL,02M397,2,40.711057,-74.005361,"12 SPRUCE ST NEW YORK, NY 10018",NEW YORK,10018,No,0.059,143926.53,0.02,0.14,0.03,0.12,0.15,0.58,0.96,0.06,0.97,Meeting Target,0.93,Meeting Target,0.97,Exceeding Target,0.93,Exceeding Target,0.94,Exceeding Target,0.95,Meeting Target,Exceeding Target,3.29,3.58,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.87,3,3,4,4,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
INSTITUTE FOR COLLABORATIVE EDUCATION,02M407,2,40.732676,-73.982576,"345 E 15TH ST NEW YORK, NY 10003",NEW YORK,10003,No,0.258,NA,0,0.07,0.16,0.16,0.32,0.55,0.96,0.13,0.94,Exceeding Target,0.98,Exceeding Target,0.9,Exceeding Target,0.98,Exceeding Target,0.89,Exceeding Target,0.96,Exceeding Target,Approaching Target,3.28,2.95,5,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.23,4,4,4,4,4,4,0.2,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0
PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,02M408,2,40.761329,-73.988669,"328 W 48TH ST NEW YORK, NY 10036",NEW YORK,10036,No,0.33,NA,0,0.05,0.23,0.2,0.43,0.44,0.96,0.09,0.9,Meeting Target,0.86,Meeting Target,0.84,Meeting Target,0.85,Meeting Target,0.75,Approaching Target,0.91,Meeting Target,Exceeding Target,3.44,3.38,18,7,0,0,0,4,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.82,3,3,3,3,2,3,0.3888888888888889,0,0,0,0.5714285714285714,NaN,NaN,NaN,NaN,NaN,0
SCHOOL OF THE FUTURE HIGH SCHOOL,02M413,2,40.739095,-73.985349,"127 E 22ND ST NEW YORK, NY 10010",NEW YORK,10010,No,0.358,NA,0.01,0.15,0.11,0.29,0.4,0.37,0.97,0.06,0.88,Exceeding Target,0.96,Exceeding Target,0.88,Exceeding Target,0.91,Exceeding Target,0.76,Meeting Target,0.92,Meeting Target,Meeting Target,3.05,3.21,72,19,0,5,6,8,72,22,0,6,6,8,NA,NA,NA,NA,NA,NA,6.26,4,4,4,4,3,3,0.2638888888888889,0,0.2631578947368421,0.3157894736842105,0.42105263157894735,1,0,0.2727272727272727,0.2727272727272727,0.36363636363636365,11
QUEST TO LEARN,02M422,2,40.743368,-74.002547,"351 W 18TH ST NEW YORK, NY 10011",NEW YORK,10011,No,0.406,NA,0.03,0.11,0.19,0.35,0.54,0.29,0.95,0.11,0.83,Approaching Target,0.79,Meeting Target,0.82,Meeting Target,0.74,Approaching Target,0.8,Meeting Target,0.86,Approaching Target,Meeting Target,2.94,2.76,86,10,0,5,1,2,58,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.699999999999999,2,3,3,2,3,2,0.11627906976744186,0,0.5,0.1,0.2,NaN,NaN,NaN,NaN,NaN,5
"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",02M442,2,40.73854,-73.989485,"890 BROADWAY NEW YORK, NY 10003",NEW YORK,10003,No,0.468,56095.12,0,0.36,0.25,0.16,0.41,0.19,0.96,0.07,0.98,Exceeding Target,0.98,Exceeding Target,0.92,Meeting Target,0.94,Exceeding Target,0.84,Meeting Target,0.95,Exceeding Target,Exceeding Target,3.21,3.65,23,12,0,0,8,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.859999999999999,4,4,3,4,3,4,0.5217391304347826,0,0,0.6666666666666666,0,NaN,NaN,NaN,NaN,NaN,0
P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,02M527,2,40.78058,-73.94791,"323 E 91ST ST NEW YORK, NY 10128",NEW YORK,10128,No,NA,87424.06,0.01,0.15,0.02,0.19,0.21,0.59,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
LIFE SCIENCES SECONDARY SCHOOL,02M655,2,40.783283,-73.945937,"320 E 96TH ST NEW YORK, NY 10128",NEW YORK,10128,No,0.765,NA,0.06,0.05,0.31,0.6,0.91,0.02,0.9,0.3,0.9,Meeting Target,0.9,Approaching Target,0.77,Approaching Target,0.67,Not Meeting Target,0.65,Not Meeting Target,0.81,Approaching Target,Approaching Target,2.24,1.95,29,0,0,0,0,0,31,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.19,3,2,2,1,1,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,02M896,2,40.705442,-74.012888,"26 BROADWAY-6TH FL NEW YORK, NY 10004",NEW YORK,10004,No,0.564,NA,0.08,0.4,0.09,0.2,0.29,0.27,0.96,0.08,0.84,Meeting Target,0.93,Exceeding Target,0.9,Exceeding Target,0.95,Exceeding Target,0.85,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.77,2.88,103,20,0,3,3,11,100,26,0,3,12,10,NA,NA,NA,NA,NA,NA,5.65,3,4,4,4,4,4,0.1941747572815534,0,0.15,0.15,0.55,1,0,0.11538461538461539,0.46153846153846156,0.38461538461538464,6
CITY KNOLL MIDDLE SCHOOL,02M933,2,40.753389,-73.997896,"425 W 33RD ST NEW YORK, NY 10001",NEW YORK,10001,No,0.613,NA,0.07,0.1,0.2,0.47,0.67,0.2,0.95,0.19,0.9,N/A,0.95,N/A,0.8,N/A,0.93,N/A,0.78,N/A,0.93,N/A,N/A,2.7,2.58,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.28,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 009 SARAH ANDERSON,03M009,3,40.785101,-73.973867,"100 W 84TH ST NEW YORK, NY 10024",NEW YORK,10024,No,0.221,95312.63,0.03,0.09,0.05,0.21,0.26,0.59,0.96,0.06,1,Exceeding Target,0.95,Exceeding Target,0.99,Exceeding Target,0.91,Exceeding Target,0.9,Exceeding Target,0.96,Exceeding Target,Exceeding Target,3.38,3.66,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7.04,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
J.H.S. 054 BOOKER T. WASHINGTON,03M054,3,40.800512,-73.962802,"103 W 107TH ST NEW YORK, NY 10025",NEW YORK,10025,No,0.221,NA,0.02,0.09,0.08,0.12,0.2,0.64,0.96,0.05,0.85,N/A,0.83,N/A,0.87,N/A,0.8,Approaching Target,0.84,Meeting Target,0.9,Meeting Target,Exceeding Target,3.46,3.7,238,98,0,9,0,76,34,1,0,0,0,0,NA,NA,NA,NA,NA,NA,7.16,0,0,0,2,3,3,0.4117647058823529,0,0.09183673469387756,0,0.7755102040816326,1,0,0,0,0,9
P.S. 075 EMILY DICKINSON,03M075,3,40.79511,-73.973988,"735 WEST END AVE NEW YORK, NY 10025",NEW YORK,10025,No,0.599,56614.57,0.13,0.02,0.23,0.56,0.8,0.16,0.94,0.22,0.93,Meeting Target,0.88,Meeting Target,0.92,Meeting Target,0.8,Meeting Target,0.92,Exceeding Target,0.92,Meeting Target,Exceeding Target,2.63,2.83,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.46,3,3,3,3,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 076 A. PHILIP RANDOLPH,03M076,3,40.806541,-73.951368,"220 W 121ST ST NEW YORK, NY 10027",NEW YORK,10027,No,0.85,39051.13,0.09,0.01,0.8,0.16,0.96,0.03,0.9,0.42,0.91,Meeting Target,0.95,Meeting Target,0.93,Meeting Target,0.89,Exceeding Target,0.89,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.39,2.24,49,3,2,0,0,0,51,1,1,0,0,0,NA,NA,NA,NA,NA,NA,4.630000000000001,3,3,3,4,4,4,0.061224489795918366,0.6666666666666666,0,0,0,1,1,0,0,0,3
P.S. 084 LILLIAN WEBER,03M084,3,40.789382,-73.9681,"32 W 92ND ST NEW YORK, NY 10025",NEW YORK,10025,No,0.5,64633.18,0.1,0.03,0.13,0.42,0.55,0.38,0.95,0.14,0.92,Meeting Target,0.94,Exceeding Target,0.97,Exceeding Target,0.81,Meeting Target,0.89,Meeting Target,0.93,Meeting Target,Meeting Target,2.76,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.76,3,4,4,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 087 WILLIAM SHERMAN,03M087,3,40.781788,-73.978008,"160 W 78TH ST NEW YORK, NY 10024",NEW YORK,10024,No,0.099,111115.15,0.04,0.07,0.05,0.15,0.2,0.64,0.96,0.06,0.92,Meeting Target,0.8,Approaching Target,0.97,Meeting Target,0.69,Not Meeting Target,0.93,Exceeding Target,0.84,Approaching Target,Exceeding Target,3.38,3.59,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.97,3,2,3,1,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
"P.S. 145, THE BLOOMINGDALE SCHOOL",03M145,3,40.79909,-73.965359,"150 W 105TH ST NEW YORK, NY 10025",NEW YORK,10025,No,0.843,44727.39,0.13,0.02,0.25,0.63,0.88,0.07,0.91,0.35,0.91,Approaching Target,0.85,Meeting Target,0.89,Approaching Target,0.76,Approaching Target,0.82,Approaching Target,0.84,Approaching Target,Approaching Target,2.12,2.16,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.28,2,3,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 149 SOJOURNER TRUTH,03M149,3,40.802666,-73.948256,"41 W 117TH ST NEW YORK, NY 10026",NEW YORK,10026,Yes,0.883,37110.83,0.09,0.03,0.64,0.27,0.92,0.02,0.91,0.37,0.83,Approaching Target,0.7,Not Meeting Target,0.77,Approaching Target,0.6,Not Meeting Target,0.81,Approaching Target,0.82,Approaching Target,Approaching Target,2.1,2.03,27,0,0,0,0,0,27,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.13,2,1,2,1,2,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 163 ALFRED E. SMITH,03M163,3,40.794945,-73.968535,"163 W 97TH ST NEW YORK, NY 10025",NEW YORK,10025,No,0.503,64272.58,0.07,0.06,0.16,0.46,0.62,0.27,0.95,0.13,0.89,Approaching Target,0.82,Meeting Target,0.91,Meeting Target,0.59,Not Meeting Target,0.91,Meeting Target,0.78,Approaching Target,Meeting Target,2.99,3.3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.29,2,3,3,1,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 165 ROBERT E. SIMON,03M165,3,40.802678,-73.96595,"234 W 109TH ST NEW YORK, NY 10025",NEW YORK,10025,No,0.739,48783.74,0.17,0.03,0.14,0.68,0.82,0.13,0.91,0.29,0.87,Meeting Target,0.82,Meeting Target,0.87,Meeting Target,0.73,Approaching Target,0.86,Meeting Target,0.85,Approaching Target,Meeting Target,2.37,2.41,78,1,0,1,0,0,78,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.78,3,3,3,2,3,2,0.01282051282051282,0,1,0,0,NaN,NaN,NaN,NaN,NaN,1
P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,03M166,3,40.788883,-73.972455,"132 W 89TH ST NEW YORK, NY 10024",NEW YORK,10024,No,0.217,98595.22,0.02,0.11,0.06,0.17,0.23,0.59,0.96,0.08,0.84,Meeting Target,0.86,Meeting Target,0.95,Meeting Target,0.68,Approaching Target,0.9,Meeting Target,0.84,Approaching Target,Meeting Target,3.3,3.54,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.84,3,3,3,2,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 180 HUGO NEWMAN,03M180,3,40.807609,-73.955839,"370 W 120TH ST NEW YORK, NY 10027",NEW YORK,10027,No,0.69,51468.6,0.05,0.01,0.57,0.3,0.87,0.08,0.94,0.19,0.86,Meeting Target,0.86,Exceeding Target,0.86,Meeting Target,0.85,Meeting Target,0.9,Exceeding Target,0.9,Meeting Target,Approaching Target,2.48,2.44,53,3,3,0,0,0,54,1,0,0,0,0,NA,NA,NA,NA,NA,NA,4.92,3,4,3,3,4,3,0.05660377358490566,1,0,0,0,1,0,0,0,0,3
P.S. 191 AMSTERDAM,03M191,3,40.771743,-73.987572,"210 W 61ST ST NEW YORK, NY 10023",NEW YORK,10023,No,0.758,63947.38,0.08,0.07,0.36,0.45,0.81,0.11,0.91,0.33,0.82,Approaching Target,0.79,Approaching Target,0.82,Approaching Target,0.7,Approaching Target,0.88,Meeting Target,0.88,Meeting Target,Approaching Target,2.23,2.1,43,3,1,1,0,0,42,2,0,0,0,0,NA,NA,NA,NA,NA,NA,4.33,2,2,2,2,3,3,0.06976744186046512,0.3333333333333333,0.3333333333333333,0,0,1,0,0,0,0,2
P.S. 199 JESSIE ISADOR STRAUS,03M199,3,40.777766,-73.984736,"270 W 70TH ST NEW YORK, NY 10023",NEW YORK,10023,No,0.078,115897.33,0.03,0.14,0.02,0.13,0.15,0.63,0.96,0.05,0.94,Exceeding Target,0.93,Exceeding Target,0.99,Exceeding Target,0.9,Exceeding Target,0.94,Exceeding Target,0.95,Exceeding Target,Exceeding Target,3.36,3.68,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7.04,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
